TWT,MD,Gamma,General_Discrete
2665.0,2266.3403333333335,103.81,1
2665.5,2266.7976666666664,104.54333333333334,1
2666.0,2267.2546666666667,104.45666666666666,1
2666.5,2267.712,102.25,1
2667.0,2268.1693333333333,100.64666666666666,1
2667.5,2268.6263333333336,104.92666666666666,1
2668.0,2269.0836666666664,106.52333333333333,1
2668.5,2269.5406666666668,107.72666666666667,1
2669.0,2269.998,107.74333333333334,1
2669.5,2270.4553333333333,104.03333333333335,1
2670.0,2270.9123333333337,105.63,1
2670.5,2271.3696666666665,103.23333333333335,1
2671.0,2271.8266666666664,100.27666666666669,1
2671.5,2272.284,98.88999999999999,1
2672.0,2272.7413333333334,102.06666666666666,1
2672.5,2273.1983333333333,100.99000000000001,1
2673.0,2273.6556666666665,100.82666666666667,1
2673.5,2274.1126666666664,101.55333333333334,1
2674.0,2274.57,101.55333333333333,1
2674.5,2275.0273333333334,98.41000000000001,1
2675.0,2275.4843333333333,99.89666666666666,1
2675.5,2275.9416666666666,102.11333333333334,1
2676.0,2276.3986666666665,104.06666666666666,1
2676.5,2276.856,102.07333333333334,1
2677.0,2277.3133333333335,102.04666666666667,1
2677.5,2277.7703333333334,101.10333333333334,1
2678.0,2278.1515,99.36,1
2678.5,2278.532333333333,100.63,1
2679.0,2278.9896666666664,100.32333333333334,1
2679.5,2279.4466666666667,98.10000000000001,1
2680.0,2279.904,98.92333333333333,1
2680.5,2280.3613333333333,99.04333333333334,1
2681.0,2280.818333333333,100.63666666666666,1
2681.5,2281.2756666666664,99.00999999999999,1
2682.0,2281.732666666667,101.57333333333332,1
2682.5,2282.19,103.59000000000002,1
2683.0,2282.6473333333333,100.63999999999999,1
2683.5,2283.104333333333,100.70333333333333,1
2684.0,2283.5616666666665,103.84999999999998,1
2684.5,2284.018666666667,103.84999999999998,1
2685.0,2284.476,101.10333333333331,1
2685.5,2284.933333333333,99.86333333333334,3
2686.0,2285.3903333333333,98.63999999999999,3
2686.5,2285.8476666666666,99.73,3
2687.0,2286.304666666667,99.19666666666667,1
2687.5,2286.762,96.89333333333333,3
2688.0,2287.219333333333,96.04333333333334,3
2688.5,2287.6763333333333,95.83333333333333,3
2689.0,2288.1336666666666,97.61666666666667,3
2689.5,2288.590666666667,100.27333333333333,1
2690.0,2289.048,101.60666666666667,1
2690.5,2289.505333333333,100.63666666666666,1
2691.0,2289.9623333333334,100.72666666666667,1
2691.5,2290.4196666666667,101.23666666666668,1
2692.0,2290.876666666667,102.32,1
2692.5,2291.258,103.235,1
2693.0,2291.6386666666667,101.62666666666667,1
2693.5,2292.096,100.53333333333335,1
2694.0,2292.5533333333333,102.54666666666667,1
2694.5,2293.0103333333336,101.19333333333333,1
2695.0,2293.4676666666664,100.77,1
2695.5,2293.924666666667,102.13666666666667,1
2696.0,2294.382,103.32,1
2696.5,2294.8393333333333,103.74666666666667,1
2697.0,2295.296333333333,99.98333333333335,1
2697.5,2295.7536666666665,102.16333333333334,1
2698.0,2296.2106666666664,106.25,1
2698.5,2296.668,104.28333333333335,1
2699.0,2297.1253333333334,103.26333333333334,1
2699.5,2297.5823333333333,101.64666666666666,1
2700.0,2298.0396666666666,99.19333333333333,1
2700.5,2298.4966666666664,100.25999999999999,1
2701.0,2298.954,105.57,1
2701.5,2299.4113333333335,102.78333333333332,1
2702.0,2299.8683333333333,98.81333333333333,1
2702.5,2300.3256666666666,99.68666666666667,1
2703.0,2300.7826666666665,103.67,1
2703.5,2301.24,101.07333333333334,2
2704.0,2301.6973333333335,99.64999999999999,3
2704.5,2302.1543333333334,100.59666666666665,3
2705.0,2302.6116666666667,101.59666666666668,3
2705.5,2303.0686666666666,97.01333333333334,3
2706.0,2303.526,96.19333333333333,3
2706.5,2303.9833333333336,95.37,3
2707.0,2304.364,94.53999999999999,3
2707.5,2304.7453333333333,96.11333333333334,3
2708.0,2305.202333333333,99.47333333333334,1
2708.5,2305.6596666666665,102.16000000000001,1
2709.0,2306.116666666667,104.68333333333332,1
2709.5,2306.574,105.54,1
2710.0,2307.0313333333334,103.64333333333333,1
2710.5,2307.4883333333332,104.20333333333333,1
2711.0,2307.9456666666665,100.24666666666667,1
2711.5,2308.402666666667,98.54,1
2712.0,2308.86,99.17,1
2712.5,2309.317333333333,101.65000000000002,1
2713.0,2309.7743333333333,99.23,1
2713.5,2310.2316666666666,101.84666666666668,1
2714.0,2310.688666666667,101.61333333333334,1
2714.5,2311.146,101.18,1
2715.0,2311.603333333333,101.33999999999999,1
2715.5,2312.0603333333333,100.72666666666667,1
2716.0,2312.5176666666666,99.36666666666667,1
2716.5,2312.974666666667,102.53000000000002,1
2717.0,2313.432,100.89333333333333,1
2717.5,2313.889333333333,99.53666666666668,1
2718.0,2314.3463333333334,100.83,1
2718.5,2314.8036666666667,100.90000000000002,1
2719.0,2315.260666666667,101.76666666666667,1
2719.5,2315.718,102.46,1
2720.0,2316.175333333333,100.83999999999999,1
2720.5,2316.6323333333335,102.91333333333334,1
2721.0,2317.0896666666667,102.39999999999999,1
2721.5,2317.4705,99.82499999999999,1
2722.0,2317.8516666666665,100.64333333333333,1
2722.5,2318.3086666666663,100.02,1
2723.0,2318.766,100.69333333333333,1
2723.5,2319.2233333333334,101.63999999999999,1
2724.0,2319.6803333333332,98.82,1
2724.5,2320.1376666666665,102.05,1
2725.0,2320.5946666666664,100.38666666666666,1
2725.5,2321.052,99.49666666666667,1
2726.0,2321.5093333333334,99.95,1
2726.5,2321.9663333333333,100.72000000000001,1
2727.0,2322.4236666666666,103.53000000000002,1
2727.5,2322.8806666666665,102.61333333333333,1
2728.0,2323.338,102.96999999999998,1
2728.5,2323.7953333333335,101.48333333333333,1
2729.0,2324.2523333333334,101.06333333333333,1
2729.5,2324.7096666666666,101.54333333333334,1
2730.0,2325.1666666666665,101.72666666666667,1
2730.5,2325.624,105.48666666666668,1
2731.0,2326.0813333333335,104.99000000000001,1
2731.5,2326.5383333333334,104.67666666666668,1
2732.0,2326.9956666666667,103.04,1
2732.5,2327.4526666666666,102.34666666666668,1
2733.0,2327.91,102.08333333333333,1
2733.5,2328.3673333333336,106.75666666666666,1
2734.0,2328.8243333333335,103.25,1
2734.5,2329.2816666666668,97.75333333333333,3
2735.0,2329.7386666666666,97.41000000000001,3
2735.5,2330.196,99.0,3
2736.0,2330.577,99.45500000000001,3
2736.5,2330.958,99.89666666666666,3
2737.0,2331.4153333333334,96.19333333333333,3
2737.5,2331.8723333333332,94.53000000000002,3
2738.0,2332.3296666666665,100.09666666666665,3
2738.5,2332.786666666667,101.43666666666667,1
2739.0,2333.244,104.56,1
2739.5,2333.701333333333,102.31666666666666,1
2740.0,2334.1583333333333,100.74666666666667,1
2740.5,2334.6156666666666,102.48,1
2741.0,2335.072666666667,104.64333333333333,1
2741.5,2335.53,101.67666666666666,1
